* This is the BiomeMobWeight report file that is output every time the server starts.
* 
* Spawn Balance Utility (SBU) will use this file ONLY if it is renamed to BiomeMobWeight.csv.
* Lines starting with '*' are comments and ignored
* When this file is read, SBU writes summary information to the log file.
* 
1, none, deep_aether:aerglow_forest, MONSTER, alexsmobs:farseer, 30, 1, 1
277, forest, regions_unexplored:alpha_grove, MONSTER, undead_revamp2:thegliter, 0, 2, 4
278, forest, regions_unexplored:alpha_grove, MONSTER, undead_revamp2:theheavy, 0, 1, 1
279, forest, regions_unexplored:alpha_grove, MONSTER, undead_revamp2:thehorrors, 0, 1, 1
280, forest, regions_unexplored:alpha_grove, MONSTER, undead_revamp2:thehorrorsdecoys, 0, 1, 2
281, forest, regions_unexplored:alpha_grove, MONSTER, undead_revamp2:thehunter, 5, 2, 4
282, forest, regions_unexplored:alpha_grove, MONSTER, undead_revamp2:theordure, 0, 1, 1
283, forest, regions_unexplored:alpha_grove, MONSTER, undead_revamp2:thepregnant, 0, 1, 1
284, forest, regions_unexplored:alpha_grove, MONSTER, undead_revamp2:therod, 0, 1, 2
285, forest, regions_unexplored:alpha_grove, MONSTER, undead_revamp2:theskeeper, 10, 1, 1
286, forest, regions_unexplored:alpha_grove, MONSTER, undead_revamp2:thesmoker, 10, 1, 2
287, forest, regions_unexplored:alpha_grove, MONSTER, undead_revamp2:thesomnolence, 0, 3, 8
288, forest, regions_unexplored:alpha_grove, MONSTER, undead_revamp2:thespectre, 5, 1, 2
289, forest, regions_unexplored:alpha_grove, MONSTER, undead_revamp2:thespitter, 0, 1, 1
290, forest, regions_unexplored:alpha_grove, MONSTER, undead_revamp2:theswarmer, 0, 1, 1
291, forest, regions_unexplored:alpha_grove, MONSTER, undead_revamp2:thewolf, 0, 1, 2
292, forest, regions_unexplored:alpha_grove, MONSTER, luminous_beasts:tree_ent, 5, 1, 1
293, forest, regions_unexplored:alpha_grove, MONSTER, enemyexpansion:troll, 8, 1, 1
294, forest, regions_unexplored:alpha_grove, MONSTER, enemyexpansion:vampflyer, 10, 1, 1
295, forest, regions_unexplored:alpha_grove, MONSTER, enemyexpansion:vampire, 13, 1, 1
296, forest, regions_unexplored:alpha_grove, MONSTER, born_in_chaos_v1:zombie_bruiser, 20, 1, 1
297, forest, regions_unexplored:alpha_grove, MONSTER, born_in_chaos_v1:zombie_clown, 20, 1, 1
298, forest, regions_unexplored:alpha_grove, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
299, forest, regions_unexplored:alpha_grove, MONSTER, born_in_chaos_v1:zombie_lumberjack, 25, 1, 1
300, forest, regions_unexplored:alpha_grove, CREATURE, minecraft:sheep, 12, 4, 4
301, forest, regions_unexplored:alpha_grove, CREATURE, minecraft:pig, 10, 4, 4
302, forest, regions_unexplored:alpha_grove, CREATURE, minecraft:chicken, 10, 4, 4
303, forest, regions_unexplored:alpha_grove, CREATURE, minecraft:cow, 10, 4, 4
304, forest, regions_unexplored:alpha_grove, CREATURE, tameablebeasts:tameable_penguin, 50, 7, 15
305, forest, regions_unexplored:alpha_grove, CREATURE, tameablebeasts:tameable_racoon, 15, 1, 4
306, forest, regions_unexplored:alpha_grove, CREATURE, alexsmobs:grizzly_bear, 8, 2, 3
307, forest, regions_unexplored:alpha_grove, CREATURE, alexsmobs:raccoon, 10, 2, 4
308, forest, regions_unexplored:alpha_grove, CREATURE, alexsmobs:crow, 10, 3, 5
309, forest, regions_unexplored:alpha_grove, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
310, forest, regions_unexplored:alpha_grove, CREATURE, alexsmobs:skunk, 7, 1, 2
311, forest, regions_unexplored:alpha_grove, CREATURE, alexsmobs:blue_jay, 5, 1, 2
312, forest, regions_unexplored:alpha_grove, CREATURE, minecraft:pig, 40, 1, 2
313, forest, regions_unexplored:alpha_grove, CREATURE, earthtojavamobs:fancy_chicken, 10, 2, 4
314, forest, regions_unexplored:alpha_grove, CREATURE, earthtojavamobs:gold_crested_chicken, 10, 2, 4
315, forest, regions_unexplored:alpha_grove, CREATURE, earthtojavamobs:skewbald_chicken, 10, 2, 4
316, forest, regions_unexplored:alpha_grove, CREATURE, earthtojavamobs:cream_cow, 8, 2, 4
317, forest, regions_unexplored:alpha_grove, CREATURE, earthtojavamobs:dairy_cow, 8, 2, 4
318, forest, regions_unexplored:alpha_grove, CREATURE, earthtojavamobs:mottled_pig, 10, 2, 4
319, forest, regions_unexplored:alpha_grove, CREATURE, earthtojavamobs:muddy_pig, 10, 2, 4
320, forest, regions_unexplored:alpha_grove, CREATURE, earthtojavamobs:piebald_pig, 10, 2, 4
321, forest, regions_unexplored:alpha_grove, CREATURE, earthtojavamobs:pink_footed_pig, 10, 2, 4
322, forest, regions_unexplored:alpha_grove, CREATURE, earthtojavamobs:bold_striped_rabbit, 8, 2, 4
323, forest, regions_unexplored:alpha_grove, CREATURE, earthtojavamobs:muddy_foot_rabbit, 4, 2, 4
324, forest, regions_unexplored:alpha_grove, CREATURE, earthtojavamobs:flecked_sheep, 12, 2, 4
325, forest, regions_unexplored:alpha_grove, CREATURE, earthtojavamobs:rainbow_sheep, 12, 2, 4
326, forest, regions_unexplored:alpha_grove, CREATURE, terra_entity:bunny, 0, 1, 1
327, forest, regions_unexplored:alpha_grove, CREATURE, terra_entity:squirrel, 0, 1, 1
328, forest, regions_unexplored:alpha_grove, CREATURE, terra_entity:duck, 0, 1, 1
329, forest, regions_unexplored:alpha_grove, CREATURE, terra_entity:bird, 0, 1, 1
330, forest, regions_unexplored:alpha_grove, CREATURE, terra_entity:blue_jay, 0, 1, 1
331, forest, regions_unexplored:alpha_grove, CREATURE, terra_entity:cardinal, 0, 1, 1
332, forest, regions_unexplored:alpha_grove, CREATURE, terra_entity:bunny, 0, 1, 2
333, forest, regions_unexplored:alpha_grove, CREATURE, terra_entity:squirrel, 0, 1, 2
334, forest, regions_unexplored:alpha_grove, CREATURE, terra_entity:duck, 0, 1, 2
335, forest, regions_unexplored:alpha_grove, CREATURE, terra_entity:bird, 0, 1, 2
336, forest, regions_unexplored:alpha_grove, CREATURE, terra_entity:blue_jay, 0, 1, 2
337, forest, regions_unexplored:alpha_grove, CREATURE, terra_entity:cardinal, 0, 1, 2
338, forest, regions_unexplored:alpha_grove, CREATURE, terra_entity:jewel_bunny, 0, 1, 1
339, forest, regions_unexplored:alpha_grove, CREATURE, terra_entity:jewel_squirrel, 0, 1, 1
340, forest, regions_unexplored:alpha_grove, CREATURE, minecraft:pig, 30, 1, 1
341, forest, regions_unexplored:alpha_grove, CREATURE, alshanex_familiars:druid_pet, 2, 1, 1
342, forest, regions_unexplored:alpha_grove, CREATURE, alshanex_familiars:hunter_pet, 5, 2, 2
343, forest, regions_unexplored:alpha_grove, CREATURE, born_in_chaos_v1:thornshell_crab, 8, 1, 1
344, forest, regions_unexplored:alpha_grove, CREATURE, minecraft:pig, 5, 1, 1
345, forest, regions_unexplored:alpha_grove, CREATURE, minecraft:pig, 5, 1, 1
346, forest, regions_unexplored:alpha_grove, CREATURE, minecraft:pig, 15, 1, 1
347, forest, regions_unexplored:alpha_grove, AMBIENT, minecraft:bat, 10, 8, 8
348, forest, regions_unexplored:alpha_grove, AMBIENT, alexsmobs:fly, 1, 2, 3
349, forest, regions_unexplored:alpha_grove, AMBIENT, alexsmobs:cockroach, 4, 5, 5
350, forest, regions_unexplored:alpha_grove, AXOLOTLS, terra_entity:guide, 0, 1, 1
351, forest, regions_unexplored:alpha_grove, AXOLOTLS, terra_entity:traveling_merchant, 0, 1, 1
352, forest, regions_unexplored:alpha_grove, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
353, forest, regions_unexplored:alpha_grove, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 0, 0, 0
354, forest, regions_unexplored:alpha_grove, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 0, 0, 0
355, forest, regions_unexplored:alpha_grove, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 2, 1, 1
356, forest, regions_unexplored:alpha_grove, WATER_AMBIENT, aquaculture:bluegill, 2, 1, 1
357, forest, regions_unexplored:alpha_grove, WATER_AMBIENT, aquaculture:brown_trout, 1, 1, 1
358, forest, regions_unexplored:alpha_grove, WATER_AMBIENT, aquaculture:carp, 1, 1, 1
359, forest, regions_unexplored:alpha_grove, WATER_AMBIENT, aquaculture:catfish, 1, 1, 1
360, forest, regions_unexplored:alpha_grove, WATER_AMBIENT, aquaculture:gar, 1, 1, 1
361, forest, regions_unexplored:alpha_grove, WATER_AMBIENT, aquaculture:minnow, 1, 1, 1
362, forest, regions_unexplored:alpha_grove, WATER_AMBIENT, aquaculture:muskellunge, 1, 1, 1
363, forest, regions_unexplored:alpha_grove, WATER_AMBIENT, aquaculture:perch, 2, 1, 1
364, forest, regions_unexplored:alpha_grove, WATER_AMBIENT, aquaculture:smallmouth_bass, 1, 1, 1
365, forest, regions_unexplored:alpha_grove, rascals, friendsandfoes:rascal, 8, 1, 1
366, none, terralith:alpha_islands, MONSTER, minecraft:spider, 65, 3, 4
367, none, terralith:alpha_islands, MONSTER, minecraft:zombie, 65, 4, 4
368, none, terralith:alpha_islands, MONSTER, minecraft:skeleton, 65, 4, 4
369, none, terralith:alpha_islands, MONSTER, minecraft:creeper, 65, 4, 4
370, none, terralith:alpha_islands, MONSTER, minecraft:slime, 70, 4, 4
371, none, terralith:alpha_islands, MONSTER, alexsmobs:centipede_head, 8, 1, 1
372, none, terralith:alpha_islands, MONSTER, alexsmobs:farseer, 30, 1, 1
373, none, terralith:alpha_islands, MONSTER, alexsmobs:murmur, 5, 1, 1
374, none, terralith:alpha_islands, MONSTER, born_in_chaos_v1:baby_skeleton, 18, 1, 2
375, none, terralith:alpha_islands, MONSTER, born_in_chaos_v1:baby_spider, 15, 3, 5
376, none, terralith:alpha_islands, MONSTER, born_in_chaos_v1:barrel_zombie, 20, 1, 1
377, none, terralith:alpha_islands, MONSTER, undead_revamp2:bigsucker, 0, 1, 3
378, none, terralith:alpha_islands, MONSTER, quark:stoneling, 60, 1, 1
379, none, terralith:alpha_islands, MONSTER, quark:toretoise, 65, 2, 4
380, none, terralith:alpha_islands, MONSTER, bypowderandsteel:blastersentry, 30, 2, 4
381, none, terralith:alpha_islands, MONSTER, born_in_chaos_v1:bloody_gadfly, 15, 1, 1
382, none, terralith:alpha_islands, MONSTER, undead_revamp2:bomber, 7, 1, 2
383, none, terralith:alpha_islands, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
384, none, terralith:alpha_islands, MONSTER, born_in_chaos_v1:corpse_fly, 0, 1, 3
385, none, terralith:alpha_islands, MONSTER, born_in_chaos_v1:dark_vortex, 20, 1, 1
386, none, terralith:alpha_islands, MONSTER, born_in_chaos_v1:decaying_zombie, 30, 1, 2
387, none, terralith:alpha_islands, MONSTER, born_in_chaos_v1:decrepit_skeleton, 30, 1, 2
388, none, terralith:alpha_islands, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
389, none, terralith:alpha_islands, MONSTER, born_in_chaos_v1:door_knight, 25, 1, 1
390, none, terralith:alpha_islands, MONSTER, born_in_chaos_v1:dread_hound, 17, 3, 5
391, none, terralith:alpha_islands, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 15, 1, 2
392, none, terralith:alpha_islands, MONSTER, undead_revamp2:invisiblebidy, 4, 1, 4
393, none, terralith:alpha_islands, MONSTER, undead_revamp2:invisiimmortal, 0, 0, 0
394, none, terralith:alpha_islands, MONSTER, born_in_chaos_v1:lifestealer, 5, 1, 1
395, none, terralith:alpha_islands, MONSTER, born_in_chaos_v1:missioner, 5, 1, 1
396, none, terralith:alpha_islands, MONSTER, terra_entity:harpy, 20, 1, 2
397, none, terralith:alpha_islands, MONSTER, terra_entity:big_helmet_anger_bones, 20, 1, 1
398, none, terralith:alpha_islands, MONSTER, terra_entity:big_muscle_anger_bones, 20, 1, 1
399, none, terralith:alpha_islands, MONSTER, terra_entity:big_bones, 40, 1, 2
400, none, terralith:alpha_islands, MONSTER, terra_entity:short_bones, 40, 1, 2
401, none, terralith:alpha_islands, MONSTER, terra_entity:anger_bones, 40, 1, 2
402, none, terralith:alpha_islands, MONSTER, terra_entity:big_anger_bones, 30, 1, 2
403, none, terralith:alpha_islands, MONSTER, terra_entity:cursed_skull, 15, 1, 1
404, none, terralith:alpha_islands, MONSTER, terra_entity:dark_caster, 20, 1, 1
405, none, terralith:alpha_islands, MONSTER, born_in_chaos_v1:mother_spider, 8, 1, 1
406, none, terralith:alpha_islands, MONSTER, mowziesmobs:grottol, 2, 1, 1
407, none, terralith:alpha_islands, MONSTER, born_in_chaos_v1:mr_pumpkin, 15, 1, 3
408, none, terralith:alpha_islands, MONSTER, irons_spellbooks:necromancer, 20, 1, 1
409, none, terralith:alpha_islands, MONSTER, undead_revamp2:neocrorines, 0, 1, 3
410, none, terralith:alpha_islands, MONSTER, born_in_chaos_v1:nightmare_stalker, 0, 1, 1
411, none, terralith:alpha_islands, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
412, none, terralith:alpha_islands, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
413, none, terralith:alpha_islands, MONSTER, majruszsdifficulty:tank, 3, 1, 1
414, none, terralith:alpha_islands, MONSTER, born_in_chaos_v1:phantom_creeper, 20, 1, 1
415, none, terralith:alpha_islands, MONSTER, born_in_chaos_v1:restless_spirit, 25, 1, 1
416, none, terralith:alpha_islands, MONSTER, bypowderandsteel:sabersentry, 30, 2, 4
417, none, terralith:alpha_islands, MONSTER, born_in_chaos_v1:siamese_skeletons, 20, 1, 2
418, none, terralith:alpha_islands, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 4, 1, 1
419, none, terralith:alpha_islands, MONSTER, born_in_chaos_v1:skeleton_demoman, 10, 1, 1
420, none, terralith:alpha_islands, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
421, none, terralith:alpha_islands, MONSTER, undead_revamp2:slaveman, 0, 1, 1
422, none, terralith:alpha_islands, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 9, 2, 2
423, none, terralith:alpha_islands, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
424, none, terralith:alpha_islands, MONSTER, born_in_chaos_v1:spiritof_chaos, 8, 1, 1
425, none, terralith:alpha_islands, MONSTER, undead_revamp2:sucker, 0, 2, 3
426, none, terralith:alpha_islands, MONSTER, born_in_chaos_v1:supreme_bonescaller, 8, 1, 1
427, none, terralith:alpha_islands, MONSTER, born_in_chaos_v1:swarmer, 8, 1, 1
428, none, terralith:alpha_islands, MONSTER, undead_revamp2:the_moonflower, 0, 4, 4
429, none, terralith:alpha_islands, MONSTER, undead_revamp2:thebeartamer, 0, 1, 1
430, none, terralith:alpha_islands, MONSTER, undead_revamp2:thebidy, 0, 3, 4
431, none, terralith:alpha_islands, MONSTER, undead_revamp2:thegliter, 0, 2, 4
432, none, terralith:alpha_islands, MONSTER, undead_revamp2:theheavy, 0, 1, 1
433, none, terralith:alpha_islands, MONSTER, undead_revamp2:thehorrors, 0, 1, 1
434, none, terralith:alpha_islands, MONSTER, undead_revamp2:thehorrorsdecoys, 0, 1, 2
435, none, terralith:alpha_islands, MONSTER, undead_revamp2:thehunter, 5, 2, 4
436, none, terralith:alpha_islands, MONSTER, undead_revamp2:theordure, 0, 1, 1
437, none, terralith:alpha_islands, MONSTER, undead_revamp2:thepregnant, 0, 1, 1
438, none, terralith:alpha_islands, MONSTER, undead_revamp2:therod, 0, 1, 2
439, none, terralith:alpha_islands, MONSTER, undead_revamp2:theskeeper, 10, 1, 1
440, none, terralith:alpha_islands, MONSTER, undead_revamp2:thesmoker, 10, 1, 2
441, none, terralith:alpha_islands, MONSTER, undead_revamp2:thesomnolence, 0, 3, 8
442, none, terralith:alpha_islands, MONSTER, undead_revamp2:thespectre, 5, 1, 2
443, none, terralith:alpha_islands, MONSTER, undead_revamp2:thespitter, 0, 1, 1
444, none, terralith:alpha_islands, MONSTER, undead_revamp2:theswarmer, 0, 1, 1
445, none, terralith:alpha_islands, MONSTER, undead_revamp2:thewolf, 0, 1, 2
446, none, terralith:alpha_islands, MONSTER, born_in_chaos_v1:zombie_bruiser, 20, 1, 1
447, none, terralith:alpha_islands, MONSTER, born_in_chaos_v1:zombie_clown, 20, 1, 1
448, none, terralith:alpha_islands, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
449, none, terralith:alpha_islands, MONSTER, born_in_chaos_v1:zombie_lumberjack, 25, 1, 1
450, none, terralith:alpha_islands, CREATURE, minecraft:sheep, 12, 2, 2
451, none, terralith:alpha_islands, CREATURE, minecraft:pig, 10, 2, 2
452, none, terralith:alpha_islands, CREATURE, minecraft:chicken, 10, 2, 2
453, none, terralith:alpha_islands, CREATURE, minecraft:cow, 8, 2, 2
454, none, terralith:alpha_islands, CREATURE, minecraft:wolf, 8, 2, 2
455, none, terralith:alpha_islands, CREATURE, tameablebeasts:tameable_penguin, 50, 7, 15
456, none, terralith:alpha_islands, CREATURE, born_in_chaos_v1:thornshell_crab, 8, 1, 1
457, none, terralith:alpha_islands, AMBIENT, alexsmobs:fly, 1, 2, 3
458, none, terralith:alpha_islands, AMBIENT, alexsmobs:cockroach, 4, 5, 5
459, none, terralith:alpha_islands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
460, none, terralith:alpha_islands, UNDERGROUND_WATER_CREATURE, minecraft:axolotl, 10, 4, 6
461, none, terralith:alpha_islands, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 0, 0, 0
462, none, terralith:alpha_islands, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 0, 0, 0
463, none, terralith:alpha_islands, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 2, 1, 1
464, none, terralith:alpha_islands, WATER_AMBIENT, aquaculture:bluegill, 2, 1, 1
465, none, terralith:alpha_islands, WATER_AMBIENT, aquaculture:brown_trout, 1, 1, 1
466, none, terralith:alpha_islands, WATER_AMBIENT, aquaculture:carp, 1, 1, 1
467, none, terralith:alpha_islands, WATER_AMBIENT, aquaculture:catfish, 1, 1, 1
468, none, terralith:alpha_islands, WATER_AMBIENT, aquaculture:gar, 1, 1, 1
469, none, terralith:alpha_islands, WATER_AMBIENT, aquaculture:minnow, 1, 1, 1
470, none, terralith:alpha_islands, WATER_AMBIENT, aquaculture:muskellunge, 1, 1, 1
471, none, terralith:alpha_islands, WATER_AMBIENT, aquaculture:perch, 2, 1, 1
472, none, terralith:alpha_islands, WATER_AMBIENT, aquaculture:smallmouth_bass, 1, 1, 1
473, none, terralith:alpha_islands, rascals, friendsandfoes:rascal, 8, 1, 1
474, none, terralith:alpha_islands_winter, MONSTER, minecraft:spider, 65, 3, 4
475, none, terralith:alpha_islands_winter, MONSTER, minecraft:zombie, 65, 4, 4
476, none, terralith:alpha_islands_winter, MONSTER, minecraft:skeleton, 65, 4, 4
477, none, terralith:alpha_islands_winter, MONSTER, minecraft:slime, 70, 4, 4
478, none, terralith:alpha_islands_winter, MONSTER, savage_and_ravage:iceologer, 5, 1, 1
479, none, terralith:alpha_islands_winter, MONSTER, alexsmobs:centipede_head, 8, 1, 1
480, none, terralith:alpha_islands_winter, MONSTER, alexsmobs:farseer, 30, 1, 1
481, none, terralith:alpha_islands_winter, MONSTER, alexsmobs:murmur, 5, 1, 1
482, none, terralith:alpha_islands_winter, MONSTER, born_in_chaos_v1:baby_skeleton, 18, 1, 2
483, none, terralith:alpha_islands_winter, MONSTER, born_in_chaos_v1:baby_spider, 15, 3, 5
484, none, terralith:alpha_islands_winter, MONSTER, born_in_chaos_v1:barrel_zombie, 20, 1, 1
485, none, terralith:alpha_islands_winter, MONSTER, undead_revamp2:bigsucker, 0, 1, 3
486, none, terralith:alpha_islands_winter, MONSTER, quark:stoneling, 60, 1, 1
487, none, terralith:alpha_islands_winter, MONSTER, quark:toretoise, 65, 2, 4
488, none, terralith:alpha_islands_winter, MONSTER, bypowderandsteel:blastersentry, 30, 2, 4
489, none, terralith:alpha_islands_winter, MONSTER, born_in_chaos_v1:bloody_gadfly, 15, 1, 1
490, none, terralith:alpha_islands_winter, MONSTER, undead_revamp2:bomber, 7, 1, 2
491, none, terralith:alpha_islands_winter, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
492, none, terralith:alpha_islands_winter, MONSTER, creeperoverhaul:cave_creeper, 65, 2, 2
493, none, terralith:alpha_islands_winter, MONSTER, born_in_chaos_v1:corpse_fly, 0, 1, 3
494, none, terralith:alpha_islands_winter, MONSTER, enemyexpansion:crawler, 0, 1, 1
495, none, terralith:alpha_islands_winter, MONSTER, born_in_chaos_v1:dark_vortex, 20, 1, 1
496, none, terralith:alpha_islands_winter, MONSTER, born_in_chaos_v1:decaying_zombie, 30, 1, 2
497, none, terralith:alpha_islands_winter, MONSTER, born_in_chaos_v1:decrepit_skeleton, 30, 1, 2
498, none, terralith:alpha_islands_winter, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
499, none, terralith:alpha_islands_winter, MONSTER, enemyexpansion:direwolf, 25, 1, 4
500, none, terralith:alpha_islands_winter, MONSTER, born_in_chaos_v1:door_knight, 25, 1, 1
501, none, terralith:alpha_islands_winter, MONSTER, born_in_chaos_v1:dread_hound, 17, 3, 5
502, none, terralith:alpha_islands_winter, MONSTER, enemyexpansion:equestrian, 15, 1, 1
503, none, terralith:alpha_islands_winter, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 15, 1, 2
504, none, terralith:alpha_islands_winter, MONSTER, enemyexpansion:faller, 0, 1, 2
505, none, terralith:alpha_islands_winter, MONSTER, luminous_monsters:glacial_skeleton, 70, 1, 3
506, none, terralith:alpha_islands_winter, MONSTER, luminous_monsters:glacial_zombie, 70, 1, 3
507, none, terralith:alpha_islands_winter, MONSTER, undead_revamp2:invisiblebidy, 4, 1, 4
508, none, terralith:alpha_islands_winter, MONSTER, undead_revamp2:invisiimmortal, 0, 0, 0
509, none, terralith:alpha_islands_winter, MONSTER, born_in_chaos_v1:lifestealer, 5, 1, 1
510, none, terralith:alpha_islands_winter, MONSTER, enemyexpansion:meature, 8, 1, 4
511, none, terralith:alpha_islands_winter, MONSTER, born_in_chaos_v1:missioner, 5, 1, 1
512, none, terralith:alpha_islands_winter, MONSTER, terra_entity:harpy, 20, 1, 2
513, none, terralith:alpha_islands_winter, MONSTER, terra_entity:ice_bat, 40, 1, 2
514, none, terralith:alpha_islands_winter, MONSTER, terra_entity:undead_viking, 30, 1, 2
515, none, terralith:alpha_islands_winter, MONSTER, terra_entity:snow_flinx, 25, 1, 1
516, none, terralith:alpha_islands_winter, MONSTER, terra_entity:ice_slime, 50, 1, 3
517, none, terralith:alpha_islands_winter, MONSTER, terra_entity:big_helmet_anger_bones, 20, 1, 1
518, none, terralith:alpha_islands_winter, MONSTER, terra_entity:big_muscle_anger_bones, 20, 1, 1
